customerID,Churn,InternetService,SeniorCitizen,MonthlyCharges,Cuentas_Diarias,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges
3748-FVMZZ,No,DSL,0,,,Male,0,No,No,4,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 40.05, 'Total': '162.45'}"
3750-CKVKH,Yes,Fiber optic,0,,,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 67.75, 'Total': '116.65'}"
3750-RNQKR,No,No,0,,,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.45, 'Total': '246.25'}"
3750-YHRYO,No,No,0,,,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 20.65, 'Total': '150'}"
3751-KTZEL,Yes,DSL,0,,,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,"{'Monthly': 35.05, 'Total': '35.05'}"
3752-CQSJI,No,No,0,,,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,"{'Monthly': 20.45, 'Total': '254.5'}"
3753-TSEMP,Yes,Fiber optic,0,,,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,"{'Monthly': 88.15, 'Total': '1390.6'}"
3754-DXMRT,Yes,DSL,1,,,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 44.15, 'Total': '92.65'}"
3755-JBMNH,Yes,Fiber optic,1,,,Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 71.8, 'Total': '1167.8'}"
3756-VNWDH,No,Fiber optic,1,,,Male,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 100.75, 'Total': '6674.65'}"
3757-NJYBX,Yes,Fiber optic,1,,,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 106.35, 'Total': '3520.75'}"
3758-CKOQL,No,Fiber optic,0,,,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 107.0, 'Total': '6152.3'}"
3761-FLYZI,No,Fiber optic,1,,,Female,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 108.8, 'Total': '7082.45'}"
3763-GCZHZ,Yes,Fiber optic,0,,,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 104.05, 'Total': '6890'}"
3764-MNMOI,No,No,0,,,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 19.2, 'Total': '908.15'}"
3765-JXVKY,Yes,Fiber optic,0,,,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 74.7, 'Total': '74.7'}"
3766-EJLFL,No,Fiber optic,0,,,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 109.05, 'Total': '7508.55'}"
3768-NLUBH,Yes,Fiber optic,1,,,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,"{'Monthly': 100.6, 'Total': '5746.15'}"
3768-VHXQO,No,No,0,,,Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 24.85, 'Total': '1583.5'}"
3769-MHZNV,No,No,0,,,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 20.1, 'Total': '670.35'}"
3771-PZOBW,No,Fiber optic,0,,,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 90.7, 'Total': '1781.35'}"
3774-VBNXY,No,No,0,,,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 20.2, 'Total': '1277.75'}"
3775-TDLCC,,Fiber optic,0,,,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,"{'Monthly': 87.4, 'Total': '5918.8'}"
3776-EKTKM,Yes,DSL,1,,,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 36.45, 'Total': '36.45'}"
3777-XROBG,No,No,0,,,Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 19.55, 'Total': '1079.65'}"
3778-FOAQW,No,No,0,,,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 20.15, 'Total': '456.85'}"
3779-OSWCF,No,DSL,0,,,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),"{'Monthly': 93.2, 'Total': '6506.15'}"
3780-DDGSE,No,DSL,1,,,Male,1,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 76.05, 'Total': '2747.2'}"
3780-YVMFA,No,DSL,0,,,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 68.55, 'Total': '564.35'}"
3781-LIPVO,,Fiber optic,0,,,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 86.5, 'Total': '582.5'}"
3785-KTYSH,No,No,0,,,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 24.6, 'Total': '1279'}"
3785-NRHYR,No,No,0,,,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.65, 'Total': '19.65'}"
3786-WOVKF,No,Fiber optic,1,,,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),"{'Monthly': 106.85, 'Total': '7677.4'}"
3787-TRIAL,No,DSL,0,,,Male,0,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 26.05, 'Total': '565.75'}"
3791-LGQCY,Yes,Fiber optic,1,,,Female,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 100.65, 'Total': '5688.05'}"
3793-MMFUH,Yes,Fiber optic,1,,,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 95.05, 'Total': '1290'}"
3794-NFNCH,No,DSL,0,,,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 50.0, 'Total': '1474.9'}"
3795-CAWEX,No,Fiber optic,0,,,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 116.55, 'Total': '8152.3'}"
3795-GWTRD,No,DSL,0,,,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),"{'Monthly': 75.55, 'Total': '4707.85'}"
3796-ENZGF,No,DSL,0,,,Male,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,"{'Monthly': 67.25, 'Total': '4234.15'}"
3797-FKOGQ,No,Fiber optic,0,,,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,"{'Monthly': 86.2, 'Total': '893.2'}"
3797-VTIDR,Yes,DSL,0,,,Male,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 23.45, 'Total': '23.45'}"
3798-EPWRR,No,DSL,1,,,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 43.95, 'Total': '85.1'}"
3799-ISUZQ,Yes,Fiber optic,0,,,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 69.95, 'Total': '529.5'}"
3800-LYTRK,No,DSL,0,,,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,"{'Monthly': 55.7, 'Total': '795.15'}"
3801-HMYNL,Yes,Fiber optic,0,,,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,"{'Monthly': 89.15, 'Total': '89.15'}"
3803-KMQFW,Yes,No,0,,,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 20.55, 'Total': '20.55'}"
3803-QHPWH,,DSL,1,,,Female,1,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 45.0, 'Total': '1228.65'}"
3804-RVTGV,Yes,Fiber optic,0,,,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 103.85, 'Total': '5017.9'}"
3806-DXQOM,Yes,DSL,0,,,Female,0,No,No,4,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 33.65, 'Total': '137.85'}"
3806-YAZOV,No,No,0,,,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 18.8, 'Total': '56'}"
3807-BPOMJ,No,Fiber optic,0,,,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 94.75, 'Total': '5276.1'}"
3807-XHCJH,No,No,0,,,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,"{'Monthly': 20.0, 'Total': '20'}"
3808-HFKDE,No,DSL,0,,,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 44.35, 'Total': '927.15'}"
3810-DVDQQ,No,Fiber optic,0,,,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 117.6, 'Total': '8308.9'}"
3810-PJUHR,No,No,0,,,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 25.35, 'Total': '1715.15'}"
3811-VBYBZ,Yes,Fiber optic,0,,,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 99.8, 'Total': '673.25'}"
3812-LRZIR,No,No,0,,,Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,"{'Monthly': 24.5, 'Total': '761.95'}"
3813-DHBBB,No,DSL,0,,,Male,0,Yes,No,67,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 50.95, 'Total': '3521.7'}"
3814-MLAXC,Yes,Fiber optic,0,,,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 79.85, 'Total': '2404.15'}"
3815-SLMEF,Yes,DSL,0,,,Female,0,No,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,"{'Monthly': 34.25, 'Total': '139.35'}"
3823-KYNQY,No,No,0,,,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),"{'Monthly': 24.95, 'Total': '280.4'}"
3824-RHKVR,No,No,0,,,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),"{'Monthly': 19.7, 'Total': '340.35'}"
3831-YCPUO,No,Fiber optic,0,,,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 109.5, 'Total': '7854.9'}"
3834-XUIFC,Yes,Fiber optic,0,,,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,"{'Monthly': 85.2, 'Total': '602.55'}"
3836-FZSDJ,No,No,1,,,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 24.85, 'Total': '1901'}"
3838-OZURD,Yes,Fiber optic,0,,,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 105.0, 'Total': '7133.25'}"
3841-CONLJ,No,DSL,0,,,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,"{'Monthly': 35.0, 'Total': '35'}"
3841-NFECX,No,Fiber optic,1,,,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),"{'Monthly': 96.35, 'Total': '6766.95'}"
3842-IYKUE,Yes,Fiber optic,0,,,Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),"{'Monthly': 85.3, 'Total': '2917.5'}"
3842-QTGDL,No,Fiber optic,0,,,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 80.75, 'Total': '1321.3'}"
3845-FXCYS,No,No,0,,,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,"{'Monthly': 19.65, 'Total': '31.2'}"
3845-JHAMY,No,DSL,0,,,Female,0,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 35.5, 'Total': '552.7'}"
3847-BAERP,No,No,0,,,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,"{'Monthly': 20.9, 'Total': '247'}"
3850-OKINF,No,DSL,0,,,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,"{'Monthly': 66.2, 'Total': '4692.55'}"
3853-LYGAM,No,Fiber optic,0,,,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 95.65, 'Total': '1640'}"
3855-ONCAR,No,Fiber optic,0,,,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,"{'Monthly': 78.9, 'Total': '299.75'}"
3858-VOBET,Yes,Fiber optic,0,,,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 74.95, 'Total': '1710.45'}"
3858-XHYJO,No,Fiber optic,0,,,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),"{'Monthly': 105.75, 'Total': '4228.55'}"
3859-CVCET,Yes,DSL,0,,,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 45.65, 'Total': '191.05'}"
3863-IUBJR,Yes,DSL,0,,,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),"{'Monthly': 53.65, 'Total': '696.35'}"
3863-QSTYI,No,DSL,0,,,Male,0,No,No,59,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 64.65, 'Total': '3735.45'}"
3865-QBWSJ,No,Fiber optic,1,,,Male,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 80.45, 'Total': '3162.65'}"
3865-YIOTT,No,Fiber optic,0,,,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),"{'Monthly': 106.1, 'Total': '7848.5'}"
3865-ZFZIB,No,No,0,,,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 19.65, 'Total': '358.15'}"
3865-ZYKAD,No,Fiber optic,1,,,Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 84.9, 'Total': '5785.65'}"
3866-MDTUB,Yes,DSL,0,,,Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 70.75, 'Total': '146.9'}"
3870-MQAMG,Yes,Fiber optic,0,,,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,"{'Monthly': 110.35, 'Total': '5893.15'}"
3870-SPZSI,No,Fiber optic,0,,,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 113.05, 'Total': '7869.05'}"
3871-IKPYH,Yes,Fiber optic,1,,,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 69.1, 'Total': '69.1'}"
3873-NFTGI,No,DSL,0,,,Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 55.5, 'Total': '767.55'}"
3873-WOSBC,No,No,0,,,Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 25.6, 'Total': '1784.9'}"
3874-EQOEP,Yes,Fiber optic,0,,,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,"{'Monthly': 95.0, 'Total': '655.5'}"
3877-JRJIP,Yes,DSL,0,,,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 59.85, 'Total': '59.85'}"
3878-AVSOQ,No,Fiber optic,1,,,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 71.25, 'Total': '71.25'}"
3882-IYOIJ,No,Fiber optic,0,,,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),"{'Monthly': 115.25, 'Total': '6758.45'}"
3884-HCSWG,Yes,Fiber optic,0,,,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 70.0, 'Total': '1144.5'}"
3884-UEBXB,No,DSL,0,,,Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),"{'Monthly': 36.15, 'Total': '2434.45'}"
3886-CERTZ,Yes,Fiber optic,0,,,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 109.25, 'Total': '8109.8'}"
3887-PBQAO,No,No,0,,,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),"{'Monthly': 25.9, 'Total': '1216.6'}"
3889-VWBID,No,DSL,0,,,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),"{'Monthly': 82.85, 'Total': '5776.45'}"
3890-RTCMS,No,DSL,0,,,Male,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 49.45, 'Total': '799'}"
3891-NLXJB,No,DSL,0,,,Male,0,No,No,37,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,"{'Monthly': 40.55, 'Total': '1390.85'}"
3891-PUQOD,Yes,DSL,0,,,Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,"{'Monthly': 59.2, 'Total': '59.2'}"
3892-NXAZG,No,Fiber optic,0,,,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 114.05, 'Total': '8289.2'}"
3893-JRNFS,No,DSL,0,,,Male,0,No,No,68,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 39.9, 'Total': '2796.35'}"
3896-RCYYE,No,DSL,0,,,Female,0,No,No,67,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 53.4, 'Total': '3579.15'}"
3896-ZVNET,No,No,0,,,Female,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 24.7, 'Total': '571.75'}"
3898-BSJYF,No,DSL,0,,,Female,0,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),"{'Monthly': 73.55, 'Total': '693.3'}"
3898-GUYTS,No,Fiber optic,1,,,Female,1,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 97.05, 'Total': '4385.05'}"
3900-AQPHZ,Yes,No,0,,,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.9, 'Total': '19.9'}"
3902-FOIGH,Yes,Fiber optic,1,,,Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 101.35, 'Total': '1218.55'}"
3902-MIVLE,No,DSL,0,,,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,"{'Monthly': 75.7, 'Total': '4676.7'}"
3904-UKFRE,No,Fiber optic,0,,,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 80.1, 'Total': '336.15'}"
3908-BLSYF,Yes,Fiber optic,0,,,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,"{'Monthly': 83.9, 'Total': '497.55'}"
3908-MKIMJ,No,DSL,1,,,Male,1,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,"{'Monthly': 41.95, 'Total': '2965.75'}"
3910-MRQOY,No,No,0,,,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 19.4, 'Total': '1496.45'}"
3911-RSNHI,No,DSL,0,,,Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 61.4, 'Total': '4310.35'}"
3913-FCUUW,No,DSL,0,,,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),"{'Monthly': 70.45, 'Total': '5165.7'}"
3913-RDSJZ,No,No,0,,,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 25.55, 'Total': '1714.95'}"
3914-FDRHP,No,Fiber optic,0,,,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,"{'Monthly': 86.25, 'Total': '770.5'}"
3915-ODIYG,No,DSL,1,,,Male,1,No,No,60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,"{'Monthly': 71.75, 'Total': '4374.55'}"
3916-NRPAP,No,Fiber optic,0,,,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),"{'Monthly': 85.7, 'Total': '256.75'}"
3920-HIHMQ,No,DSL,0,,,Female,0,No,Yes,26,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 49.5, 'Total': '1265.65'}"
3923-CSIHK,Yes,Fiber optic,1,,,Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 71.05, 'Total': '3444.85'}"
3926-CUQZX,Yes,DSL,0,,,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 45.1, 'Total': '45.1'}"
3926-YZVVX,No,DSL,0,,,Female,0,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),"{'Monthly': 50.05, 'Total': '2029.05'}"
3927-NLNRY,Yes,Fiber optic,0,,,Male,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),"{'Monthly': 94.25, 'Total': '4867.95'}"
